# t, p_1, p_2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C, total_co2
  2.484E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.818E-05,  4.833E-05,  0.000E+00,  2.554E-05,  2.002E-03,  5.756E-04,  0.000E+00,  5.089E-03
  2.490E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.841E-05,  4.855E-05,  0.000E+00,  2.544E-05,  2.002E-03,  5.756E-04,  0.000E+00,  5.090E-03
  2.496E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.864E-05,  4.878E-05,  0.000E+00,  2.534E-05,  2.001E-03,  5.757E-04,  0.000E+00,  5.091E-03
  2.502E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.887E-05,  4.901E-05,  0.000E+00,  2.524E-05,  2.000E-03,  5.758E-04,  0.000E+00,  5.093E-03
  2.508E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.910E-05,  4.924E-05,  0.000E+00,  2.514E-05,  1.999E-03,  5.759E-04,  0.000E+00,  5.094E-03
  2.514E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.934E-05,  4.947E-05,  0.000E+00,  2.504E-05,  1.998E-03,  5.760E-04,  0.000E+00,  5.096E-03
  2.520E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.957E-05,  4.969E-05,  0.000E+00,  2.493E-05,  1.998E-03,  5.761E-04,  0.000E+00,  5.097E-03
  2.526E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  6.980E-05,  4.992E-05,  0.000E+00,  2.482E-05,  1.997E-03,  5.762E-04,  0.000E+00,  5.098E-03
  2.532E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.003E-05,  5.015E-05,  0.000E+00,  2.471E-05,  1.996E-03,  5.763E-04,  0.000E+00,  5.100E-03
  2.538E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.026E-05,  5.038E-05,  0.000E+00,  2.459E-05,  1.995E-03,  5.764E-04,  0.000E+00,  5.101E-03
  2.544E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.049E-05,  5.061E-05,  0.000E+00,  2.449E-05,  1.994E-03,  5.765E-04,  0.000E+00,  5.102E-03
  2.550E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.072E-05,  5.084E-05,  0.000E+00,  2.439E-05,  1.993E-03,  5.766E-04,  0.000E+00,  5.104E-03
  2.556E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.096E-05,  5.107E-05,  0.000E+00,  2.429E-05,  1.993E-03,  5.767E-04,  0.000E+00,  5.105E-03
  2.562E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.119E-05,  5.130E-05,  0.000E+00,  2.419E-05,  1.992E-03,  5.768E-04,  0.000E+00,  5.107E-03
  2.568E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.142E-05,  5.152E-05,  0.000E+00,  2.410E-05,  1.991E-03,  5.768E-04,  0.000E+00,  5.108E-03
  2.574E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.165E-05,  5.175E-05,  0.000E+00,  2.401E-05,  1.990E-03,  5.769E-04,  0.000E+00,  5.109E-03
  2.580E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.189E-05,  5.198E-05,  0.000E+00,  2.391E-05,  1.989E-03,  5.770E-04,  0.000E+00,  5.111E-03
  2.586E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.212E-05,  5.221E-05,  0.000E+00,  2.381E-05,  1.989E-03,  5.771E-04,  0.000E+00,  5.112E-03
  2.592E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.235E-05,  5.244E-05,  0.000E+00,  2.371E-05,  1.988E-03,  5.772E-04,  0.000E+00,  5.113E-03
  2.598E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.258E-05,  5.267E-05,  0.000E+00,  2.361E-05,  1.987E-03,  5.773E-04,  0.000E+00,  5.115E-03
  2.604E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.282E-05,  5.290E-05,  0.000E+00,  2.350E-05,  1.986E-03,  5.774E-04,  0.000E+00,  5.116E-03
  2.610E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.305E-05,  5.313E-05,  0.000E+00,  2.340E-05,  1.985E-03,  5.775E-04,  0.000E+00,  5.117E-03
  2.616E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.328E-05,  5.336E-05,  0.000E+00,  2.329E-05,  1.984E-03,  5.775E-04,  0.000E+00,  5.119E-03
  2.622E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.352E-05,  5.359E-05,  0.000E+00,  2.318E-05,  1.984E-03,  5.776E-04,  0.000E+00,  5.120E-03
  2.628E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.375E-05,  5.382E-05,  0.000E+00,  2.310E-05,  1.983E-03,  5.777E-04,  0.000E+00,  5.122E-03
  2.634E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.398E-05,  5.405E-05,  0.000E+00,  2.301E-05,  1.982E-03,  5.778E-04,  0.000E+00,  5.123E-03
  2.640E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.422E-05,  5.428E-05,  0.000E+00,  2.293E-05,  1.981E-03,  5.779E-04,  0.000E+00,  5.124E-03
  2.646E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.445E-05,  5.451E-05,  0.000E+00,  2.285E-05,  1.980E-03,  5.780E-04,  0.000E+00,  5.126E-03
  2.652E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.468E-05,  5.474E-05,  0.000E+00,  2.276E-05,  1.979E-03,  5.780E-04,  0.000E+00,  5.127E-03
  2.658E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.492E-05,  5.497E-05,  0.000E+00,  2.267E-05,  1.979E-03,  5.781E-04,  0.000E+00,  5.128E-03
  2.664E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.515E-05,  5.520E-05,  0.000E+00,  2.259E-05,  1.978E-03,  5.782E-04,  0.000E+00,  5.130E-03
  2.670E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.539E-05,  5.543E-05,  0.000E+00,  2.252E-05,  1.977E-03,  5.783E-04,  0.000E+00,  5.131E-03
  2.676E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.562E-05,  5.566E-05,  0.000E+00,  2.244E-05,  1.976E-03,  5.784E-04,  0.000E+00,  5.132E-03
  2.682E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.585E-05,  5.589E-05,  0.000E+00,  2.237E-05,  1.975E-03,  5.785E-04,  0.000E+00,  5.134E-03
  2.688E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.609E-05,  5.612E-05,  0.000E+00,  2.229E-05,  1.974E-03,  5.785E-04,  0.000E+00,  5.135E-03
  2.694E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.632E-05,  5.636E-05,  0.000E+00,  2.221E-05,  1.974E-03,  5.786E-04,  0.000E+00,  5.136E-03
  2.700E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.656E-05,  5.659E-05,  0.000E+00,  2.213E-05,  1.973E-03,  5.787E-04,  0.000E+00,  5.138E-03
  2.706E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.679E-05,  5.682E-05,  0.000E+00,  2.205E-05,  1.972E-03,  5.788E-04,  0.000E+00,  5.139E-03
  2.712E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.703E-05,  5.705E-05,  0.000E+00,  2.198E-05,  1.971E-03,  5.788E-04,  0.000E+00,  5.140E-03
  2.718E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.726E-05,  5.728E-05,  0.000E+00,  2.191E-05,  1.970E-03,  5.789E-04,  0.000E+00,  5.142E-03
  2.724E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.750E-05,  5.751E-05,  0.000E+00,  2.183E-05,  1.969E-03,  5.790E-04,  0.000E+00,  5.143E-03
  2.730E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.773E-05,  5.774E-05,  0.000E+00,  2.175E-05,  1.969E-03,  5.791E-04,  0.000E+00,  5.144E-03
  2.736E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.797E-05,  5.797E-05,  0.000E+00,  2.167E-05,  1.968E-03,  5.791E-04,  0.000E+00,  5.146E-03
  2.742E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.820E-05,  5.820E-05,  0.000E+00,  2.158E-05,  1.967E-03,  5.792E-04,  0.000E+00,  5.147E-03
  2.748E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.844E-05,  5.844E-05,  0.000E+00,  2.150E-05,  1.966E-03,  5.793E-04,  0.000E+00,  5.148E-03
  2.754E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.867E-05,  5.867E-05,  0.000E+00,  2.142E-05,  1.965E-03,  5.793E-04,  0.000E+00,  5.150E-03
  2.760E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.891E-05,  5.890E-05,  0.000E+00,  2.135E-05,  1.964E-03,  5.794E-04,  0.000E+00,  5.151E-03
  2.766E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.914E-05,  5.913E-05,  0.000E+00,  2.127E-05,  1.964E-03,  5.795E-04,  0.000E+00,  5.152E-03
  2.772E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.938E-05,  5.936E-05,  0.000E+00,  2.119E-05,  1.963E-03,  5.796E-04,  0.000E+00,  5.154E-03
  2.778E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.962E-05,  5.959E-05,  0.000E+00,  2.111E-05,  1.962E-03,  5.796E-04,  0.000E+00,  5.155E-03
  2.784E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  7.985E-05,  5.982E-05,  0.000E+00,  2.103E-05,  1.961E-03,  5.797E-04,  0.000E+00,  5.156E-03
  2.790E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.009E-05,  6.005E-05,  0.000E+00,  2.094E-05,  1.960E-03,  5.798E-04,  0.000E+00,  5.158E-03
  2.796E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.032E-05,  6.029E-05,  0.000E+00,  2.086E-05,  1.959E-03,  5.798E-04,  0.000E+00,  5.159E-03
  2.802E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.056E-05,  6.052E-05,  0.000E+00,  2.077E-05,  1.959E-03,  5.799E-04,  0.000E+00,  5.160E-03
  2.808E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.079E-05,  6.075E-05,  0.000E+00,  2.068E-05,  1.958E-03,  5.800E-04,  0.000E+00,  5.162E-03
  2.814E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.103E-05,  6.098E-05,  0.000E+00,  2.059E-05,  1.957E-03,  5.800E-04,  0.000E+00,  5.163E-03
  2.820E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.127E-05,  6.121E-05,  0.000E+00,  2.050E-05,  1.956E-03,  5.801E-04,  0.000E+00,  5.164E-03
  2.826E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.150E-05,  6.144E-05,  0.000E+00,  2.042E-05,  1.955E-03,  5.802E-04,  0.000E+00,  5.166E-03
  2.832E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.174E-05,  6.167E-05,  0.000E+00,  2.035E-05,  1.954E-03,  5.802E-04,  0.000E+00,  5.167E-03
  2.838E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.197E-05,  6.191E-05,  0.000E+00,  2.029E-05,  1.954E-03,  5.803E-04,  0.000E+00,  5.168E-03
  2.844E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.221E-05,  6.214E-05,  0.000E+00,  2.022E-05,  1.953E-03,  5.804E-04,  0.000E+00,  5.170E-03
  2.850E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.244E-05,  6.237E-05,  0.000E+00,  2.015E-05,  1.952E-03,  5.804E-04,  0.000E+00,  5.171E-03
  2.856E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.268E-05,  6.260E-05,  0.000E+00,  2.008E-05,  1.951E-03,  5.805E-04,  0.000E+00,  5.172E-03
  2.862E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.292E-05,  6.283E-05,  0.000E+00,  2.001E-05,  1.950E-03,  5.806E-04,  0.000E+00,  5.174E-03
  2.868E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.315E-05,  6.306E-05,  0.000E+00,  1.994E-05,  1.949E-03,  5.806E-04,  0.000E+00,  5.175E-03
  2.874E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.339E-05,  6.329E-05,  0.000E+00,  1.988E-05,  1.949E-03,  5.807E-04,  0.000E+00,  5.176E-03
  2.880E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.362E-05,  6.353E-05,  0.000E+00,  1.981E-05,  1.948E-03,  5.808E-04,  0.000E+00,  5.178E-03
  2.886E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.386E-05,  6.376E-05,  0.000E+00,  1.975E-05,  1.947E-03,  5.808E-04,  0.000E+00,  5.179E-03
  2.892E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.410E-05,  6.399E-05,  0.000E+00,  1.968E-05,  1.946E-03,  5.809E-04,  0.000E+00,  5.180E-03
  2.898E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.433E-05,  6.422E-05,  0.000E+00,  1.962E-05,  1.945E-03,  5.810E-04,  0.000E+00,  5.182E-03
  2.904E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.457E-05,  6.445E-05,  0.000E+00,  1.955E-05,  1.945E-03,  5.810E-04,  0.000E+00,  5.183E-03
  2.910E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.481E-05,  6.468E-05,  0.000E+00,  1.947E-05,  1.944E-03,  5.811E-04,  0.000E+00,  5.184E-03
  2.916E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.504E-05,  6.491E-05,  0.000E+00,  1.940E-05,  1.943E-03,  5.811E-04,  0.000E+00,  5.186E-03
  2.922E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.528E-05,  6.514E-05,  0.000E+00,  1.933E-05,  1.942E-03,  5.812E-04,  0.000E+00,  5.187E-03
  2.928E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.551E-05,  6.537E-05,  0.000E+00,  1.927E-05,  1.941E-03,  5.813E-04,  0.000E+00,  5.188E-03
  2.934E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.575E-05,  6.561E-05,  0.000E+00,  1.920E-05,  1.940E-03,  5.813E-04,  0.000E+00,  5.189E-03
  2.940E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.599E-05,  6.584E-05,  0.000E+00,  1.913E-05,  1.940E-03,  5.814E-04,  0.000E+00,  5.191E-03
  2.946E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.622E-05,  6.607E-05,  0.000E+00,  1.906E-05,  1.939E-03,  5.815E-04,  0.000E+00,  5.192E-03
  2.952E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.646E-05,  6.630E-05,  0.000E+00,  1.899E-05,  1.938E-03,  5.815E-04,  0.000E+00,  5.193E-03
  2.958E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.670E-05,  6.653E-05,  0.000E+00,  1.892E-05,  1.937E-03,  5.816E-04,  0.000E+00,  5.195E-03
  2.964E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.693E-05,  6.676E-05,  0.000E+00,  1.885E-05,  1.936E-03,  5.816E-04,  0.000E+00,  5.196E-03
  2.970E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.717E-05,  6.699E-05,  0.000E+00,  1.878E-05,  1.936E-03,  5.817E-04,  0.000E+00,  5.197E-03
  2.976E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.740E-05,  6.722E-05,  0.000E+00,  1.871E-05,  1.935E-03,  5.818E-04,  0.000E+00,  5.199E-03
  2.982E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.764E-05,  6.745E-05,  0.000E+00,  1.863E-05,  1.934E-03,  5.818E-04,  0.000E+00,  5.200E-03
  2.988E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.788E-05,  6.768E-05,  0.000E+00,  1.856E-05,  1.933E-03,  5.819E-04,  0.000E+00,  5.201E-03
  2.994E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.811E-05,  6.792E-05,  0.000E+00,  1.849E-05,  1.932E-03,  5.820E-04,  0.000E+00,  5.202E-03
  3.000E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.835E-05,  6.815E-05,  0.000E+00,  1.842E-05,  1.932E-03,  5.820E-04,  0.000E+00,  5.204E-03
  3.006E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.859E-05,  6.838E-05,  0.000E+00,  1.836E-05,  1.931E-03,  5.821E-04,  0.000E+00,  5.205E-03
  3.012E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.882E-05,  6.861E-05,  0.000E+00,  1.830E-05,  1.930E-03,  5.821E-04,  0.000E+00,  5.206E-03
  3.018E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.906E-05,  6.884E-05,  0.000E+00,  1.823E-05,  1.929E-03,  5.822E-04,  0.000E+00,  5.207E-03
  3.024E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.929E-05,  6.907E-05,  0.000E+00,  1.817E-05,  1.928E-03,  5.823E-04,  0.000E+00,  5.209E-03
  3.030E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.953E-05,  6.930E-05,  0.000E+00,  1.811E-05,  1.928E-03,  5.823E-04,  0.000E+00,  5.210E-03
  3.036E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  8.976E-05,  6.953E-05,  0.000E+00,  1.805E-05,  1.927E-03,  5.824E-04,  0.000E+00,  5.211E-03
  3.042E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.000E-05,  6.976E-05,  0.000E+00,  1.799E-05,  1.926E-03,  5.824E-04,  0.000E+00,  5.213E-03
  3.048E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.024E-05,  6.999E-05,  0.000E+00,  1.793E-05,  1.925E-03,  5.825E-04,  0.000E+00,  5.214E-03
  3.054E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.047E-05,  7.022E-05,  0.000E+00,  1.787E-05,  1.924E-03,  5.826E-04,  0.000E+00,  5.215E-03
  3.060E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.071E-05,  7.045E-05,  0.000E+00,  1.782E-05,  1.924E-03,  5.826E-04,  0.000E+00,  5.216E-03
  3.066E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.094E-05,  7.068E-05,  0.000E+00,  1.776E-05,  1.923E-03,  5.827E-04,  0.000E+00,  5.218E-03
  3.072E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.118E-05,  7.091E-05,  0.000E+00,  1.771E-05,  1.922E-03,  5.827E-04,  0.000E+00,  5.219E-03
  3.078E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.142E-05,  7.114E-05,  0.000E+00,  1.766E-05,  1.921E-03,  5.828E-04,  0.000E+00,  5.220E-03
  3.084E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.165E-05,  7.137E-05,  0.000E+00,  1.761E-05,  1.920E-03,  5.828E-04,  0.000E+00,  5.221E-03
  3.090E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.189E-05,  7.160E-05,  0.000E+00,  1.757E-05,  1.920E-03,  5.829E-04,  0.000E+00,  5.223E-03
  3.096E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.212E-05,  7.183E-05,  0.000E+00,  1.752E-05,  1.919E-03,  5.830E-04,  0.000E+00,  5.224E-03
  3.102E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.236E-05,  7.205E-05,  0.000E+00,  1.747E-05,  1.918E-03,  5.830E-04,  0.000E+00,  5.225E-03
  3.108E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.259E-05,  7.228E-05,  0.000E+00,  1.743E-05,  1.917E-03,  5.831E-04,  0.000E+00,  5.227E-03
  3.114E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.283E-05,  7.251E-05,  0.000E+00,  1.738E-05,  1.916E-03,  5.831E-04,  0.000E+00,  5.228E-03
  3.120E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.307E-05,  7.274E-05,  0.000E+00,  1.734E-05,  1.916E-03,  5.832E-04,  0.000E+00,  5.229E-03
  3.126E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.330E-05,  7.297E-05,  0.000E+00,  1.729E-05,  1.915E-03,  5.832E-04,  0.000E+00,  5.230E-03
  3.132E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.354E-05,  7.320E-05,  0.000E+00,  1.724E-05,  1.914E-03,  5.833E-04,  0.000E+00,  5.232E-03
  3.138E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.377E-05,  7.343E-05,  0.000E+00,  1.720E-05,  1.913E-03,  5.833E-04,  0.000E+00,  5.233E-03
  3.144E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.401E-05,  7.366E-05,  0.000E+00,  1.715E-05,  1.912E-03,  5.834E-04,  0.000E+00,  5.234E-03
  3.150E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.424E-05,  7.389E-05,  0.000E+00,  1.710E-05,  1.912E-03,  5.835E-04,  0.000E+00,  5.235E-03
  3.156E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.448E-05,  7.412E-05,  0.000E+00,  1.705E-05,  1.911E-03,  5.835E-04,  0.000E+00,  5.237E-03
  3.162E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.471E-05,  7.435E-05,  0.000E+00,  1.700E-05,  1.910E-03,  5.836E-04,  0.000E+00,  5.238E-03
  3.168E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.495E-05,  7.457E-05,  0.000E+00,  1.696E-05,  1.909E-03,  5.836E-04,  0.000E+00,  5.239E-03
  3.174E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.518E-05,  7.480E-05,  0.000E+00,  1.691E-05,  1.909E-03,  5.837E-04,  0.000E+00,  5.240E-03
  3.180E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.542E-05,  7.503E-05,  0.000E+00,  1.686E-05,  1.908E-03,  5.837E-04,  0.000E+00,  5.242E-03
  3.186E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.565E-05,  7.526E-05,  0.000E+00,  1.681E-05,  1.907E-03,  5.838E-04,  0.000E+00,  5.243E-03
  3.192E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.589E-05,  7.549E-05,  0.000E+00,  1.676E-05,  1.906E-03,  5.838E-04,  0.000E+00,  5.244E-03
  3.198E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.613E-05,  7.572E-05,  0.000E+00,  1.671E-05,  1.905E-03,  5.839E-04,  0.000E+00,  5.245E-03
  3.204E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.636E-05,  7.594E-05,  0.000E+00,  1.666E-05,  1.905E-03,  5.839E-04,  0.000E+00,  5.247E-03
  3.210E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.660E-05,  7.617E-05,  0.000E+00,  1.661E-05,  1.904E-03,  5.840E-04,  0.000E+00,  5.248E-03
  3.216E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.683E-05,  7.640E-05,  0.000E+00,  1.656E-05,  1.903E-03,  5.840E-04,  0.000E+00,  5.249E-03
  3.222E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.707E-05,  7.663E-05,  0.000E+00,  1.651E-05,  1.902E-03,  5.841E-04,  0.000E+00,  5.251E-03
  3.228E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.730E-05,  7.686E-05,  0.000E+00,  1.646E-05,  1.902E-03,  5.841E-04,  0.000E+00,  5.252E-03
  3.234E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.753E-05,  7.708E-05,  0.000E+00,  1.640E-05,  1.901E-03,  5.842E-04,  0.000E+00,  5.253E-03
  3.240E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.777E-05,  7.731E-05,  0.000E+00,  1.635E-05,  1.900E-03,  5.842E-04,  0.000E+00,  5.254E-03
  3.246E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.800E-05,  7.754E-05,  0.000E+00,  1.630E-05,  1.899E-03,  5.843E-04,  0.000E+00,  5.256E-03
  3.252E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.824E-05,  7.777E-05,  0.000E+00,  1.625E-05,  1.899E-03,  5.843E-04,  0.000E+00,  5.257E-03
  3.258E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.847E-05,  7.799E-05,  0.000E+00,  1.620E-05,  1.898E-03,  5.844E-04,  0.000E+00,  5.258E-03
  3.264E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.871E-05,  7.822E-05,  0.000E+00,  1.615E-05,  1.897E-03,  5.844E-04,  0.000E+00,  5.259E-03
  3.270E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.894E-05,  7.845E-05,  0.000E+00,  1.610E-05,  1.896E-03,  5.845E-04,  0.000E+00,  5.260E-03
  3.276E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.918E-05,  7.867E-05,  0.000E+00,  1.604E-05,  1.896E-03,  5.845E-04,  0.000E+00,  5.262E-03
  3.282E+05,  1.111E+05,  1.052E+05,  0.000E+00,  0.000E+00,  9.941E-05,  7.890E-05,  0.000E+00,  1.599E-05,  1.895E-03,  5.846E-04,  0.000E+00,  5.263E-03
